Testing drawCard()

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 2, player: 0, expected game.handCount: 1, expected game.deckCount: 9, actual game.handCount: 6, actual game.deckCount: 4

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 2, player: 0, expected game.handCount: 2, expected game.deckCount: 8, actual game.handCount: 7, actual game.deckCount: 3

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 2, player: 0, expected game.handCount: 3, expected game.deckCount: 7, actual game.handCount: 8, actual game.deckCount: 2

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 2, player: 0, expected game.handCount: 4, expected game.deckCount: 6, actual game.handCount: 9, actual game.deckCount: 1

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 2, player: 0, expected game.handCount: 5, expected game.deckCount: 5, actual game.handCount: 10, actual game.deckCount: 0

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 2, player: 0, expected game.handCount: 6, expected game.deckCount: 4, actual game.handCount: 10, actual game.deckCount: 0

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 2, player: 0, expected game.handCount: 7, expected game.deckCount: 3, actual game.handCount: 10, actual game.deckCount: 0

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 2, player: 0, expected game.handCount: 8, expected game.deckCount: 2, actual game.handCount: 10, actual game.deckCount: 0

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 2, player: 0, expected game.handCount: 9, expected game.deckCount: 1, actual game.handCount: 10, actual game.deckCount: 0

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 3, player: 0, expected game.handCount: 1, expected game.deckCount: 9, actual game.handCount: 6, actual game.deckCount: 4

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 3, player: 0, expected game.handCount: 2, expected game.deckCount: 8, actual game.handCount: 7, actual game.deckCount: 3

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 3, player: 0, expected game.handCount: 3, expected game.deckCount: 7, actual game.handCount: 8, actual game.deckCount: 2

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 3, player: 0, expected game.handCount: 4, expected game.deckCount: 6, actual game.handCount: 9, actual game.deckCount: 1

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 3, player: 0, expected game.handCount: 5, expected game.deckCount: 5, actual game.handCount: 10, actual game.deckCount: 0

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 3, player: 0, expected game.handCount: 6, expected game.deckCount: 4, actual game.handCount: 10, actual game.deckCount: 0

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 3, player: 0, expected game.handCount: 7, expected game.deckCount: 3, actual game.handCount: 10, actual game.deckCount: 0

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 3, player: 0, expected game.handCount: 8, expected game.deckCount: 2, actual game.handCount: 10, actual game.deckCount: 0

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 3, player: 0, expected game.handCount: 9, expected game.deckCount: 1, actual game.handCount: 10, actual game.deckCount: 0

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 4, player: 0, expected game.handCount: 1, expected game.deckCount: 9, actual game.handCount: 6, actual game.deckCount: 4

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 4, player: 0, expected game.handCount: 2, expected game.deckCount: 8, actual game.handCount: 7, actual game.deckCount: 3

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 4, player: 0, expected game.handCount: 3, expected game.deckCount: 7, actual game.handCount: 8, actual game.deckCount: 2

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 4, player: 0, expected game.handCount: 4, expected game.deckCount: 6, actual game.handCount: 9, actual game.deckCount: 1

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 4, player: 0, expected game.handCount: 5, expected game.deckCount: 5, actual game.handCount: 10, actual game.deckCount: 0

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 4, player: 0, expected game.handCount: 6, expected game.deckCount: 4, actual game.handCount: 10, actual game.deckCount: 0

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 4, player: 0, expected game.handCount: 7, expected game.deckCount: 3, actual game.handCount: 10, actual game.deckCount: 0

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 4, player: 0, expected game.handCount: 8, expected game.deckCount: 2, actual game.handCount: 10, actual game.deckCount: 0

ERROR DRAWING FROM A NON-EMPTY DECK: total players: 4, player: 0, expected game.handCount: 9, expected game.deckCount: 1, actual game.handCount: 10, actual game.deckCount: 0

Function 'main'
Lines executed:93.75% of 16
Branches executed:100.00% of 12
Taken at least once:83.33% of 12
Calls executed:83.33% of 6

File 'unittest1.c'
Lines executed:93.75% of 16
Branches executed:100.00% of 12
Taken at least once:83.33% of 12
Calls executed:83.33% of 6
Creating 'unittest1.c.gcov'

Testing discardCard():

ERROR IN CARDS DISCARDED: player: 0, expected game.handCount: 9, expected game.discardCount: 1, actual game.handCount: 9, actual game.discardCount: 0
ERROR IN CARDS DISCARDED: player: 1, expected game.handCount: 3, expected game.discardCount: 7, actual game.handCount: 3, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 1, expected game.handCount: 2, expected game.discardCount: 8, actual game.handCount: 2, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 1, expected game.handCount: 1, expected game.discardCount: 9, actual game.handCount: 1, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 1, expected game.handCount: 0, expected game.discardCount: 10, actual game.handCount: 0, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 9, expected game.discardCount: 1, actual game.handCount: 9, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 8, expected game.discardCount: 2, actual game.handCount: 8, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 7, expected game.discardCount: 3, actual game.handCount: 7, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 6, expected game.discardCount: 4, actual game.handCount: 6, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 5, expected game.discardCount: 5, actual game.handCount: 5, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 4, expected game.discardCount: 6, actual game.handCount: 4, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 3, expected game.discardCount: 7, actual game.handCount: 3, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 2, expected game.discardCount: 8, actual game.handCount: 2, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 1, expected game.discardCount: 9, actual game.handCount: 1, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 0, expected game.discardCount: 10, actual game.handCount: 0, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 0, expected game.handCount: 9, expected game.discardCount: 1, actual game.handCount: 9, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 0, expected game.handCount: 8, expected game.discardCount: 2, actual game.handCount: 8, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 0, expected game.handCount: 7, expected game.discardCount: 3, actual game.handCount: 7, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 0, expected game.handCount: 6, expected game.discardCount: 4, actual game.handCount: 6, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 0, expected game.handCount: 5, expected game.discardCount: 5, actual game.handCount: 5, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 0, expected game.handCount: 4, expected game.discardCount: 6, actual game.handCount: 4, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 0, expected game.handCount: 3, expected game.discardCount: 7, actual game.handCount: 3, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 0, expected game.handCount: 2, expected game.discardCount: 8, actual game.handCount: 2, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 0, expected game.handCount: 1, expected game.discardCount: 9, actual game.handCount: 1, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 0, expected game.handCount: 0, expected game.discardCount: 10, actual game.handCount: 0, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 1, expected game.handCount: 9, expected game.discardCount: 1, actual game.handCount: 9, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 1, expected game.handCount: 8, expected game.discardCount: 2, actual game.handCount: 8, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 1, expected game.handCount: 7, expected game.discardCount: 3, actual game.handCount: 7, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 1, expected game.handCount: 6, expected game.discardCount: 4, actual game.handCount: 6, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 1, expected game.handCount: 5, expected game.discardCount: 5, actual game.handCount: 5, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 1, expected game.handCount: 4, expected game.discardCount: 6, actual game.handCount: 4, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 1, expected game.handCount: 3, expected game.discardCount: 7, actual game.handCount: 3, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 1, expected game.handCount: 2, expected game.discardCount: 8, actual game.handCount: 2, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 1, expected game.handCount: 1, expected game.discardCount: 9, actual game.handCount: 1, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 1, expected game.handCount: 0, expected game.discardCount: 10, actual game.handCount: 0, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 9, expected game.discardCount: 1, actual game.handCount: 9, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 8, expected game.discardCount: 2, actual game.handCount: 8, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 7, expected game.discardCount: 3, actual game.handCount: 7, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 6, expected game.discardCount: 4, actual game.handCount: 6, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 5, expected game.discardCount: 5, actual game.handCount: 5, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 4, expected game.discardCount: 6, actual game.handCount: 4, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 3, expected game.discardCount: 7, actual game.handCount: 3, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 2, expected game.discardCount: 8, actual game.handCount: 2, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 1, expected game.discardCount: 9, actual game.handCount: 1, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 2, expected game.handCount: 0, expected game.discardCount: 10, actual game.handCount: 0, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 3, expected game.handCount: 9, expected game.discardCount: 1, actual game.handCount: 9, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 3, expected game.handCount: 8, expected game.discardCount: 2, actual game.handCount: 8, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 3, expected game.handCount: 7, expected game.discardCount: 3, actual game.handCount: 7, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 3, expected game.handCount: 6, expected game.discardCount: 4, actual game.handCount: 6, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 3, expected game.handCount: 5, expected game.discardCount: 5, actual game.handCount: 5, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 3, expected game.handCount: 4, expected game.discardCount: 6, actual game.handCount: 4, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 3, expected game.handCount: 3, expected game.discardCount: 7, actual game.handCount: 3, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 3, expected game.handCount: 2, expected game.discardCount: 8, actual game.handCount: 2, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 3, expected game.handCount: 1, expected game.discardCount: 9, actual game.handCount: 1, actual game.discardCount: 0

ERROR IN CARDS DISCARDED: player: 3, expected game.handCount: 0, expected game.discardCount: 10, actual game.handCount: 0, actual game.discardCount: 0

Function 'main'
Lines executed:90.91% of 22
Branches executed:100.00% of 24
Taken at least once:79.17% of 24
Calls executed:71.43% of 7

File 'unittest2.c'
Lines executed:90.91% of 22
Branches executed:100.00% of 24
Taken at least once:79.17% of 24
Calls executed:71.43% of 7
Creating 'unittest2.c.gcov'

Testing fullDeckCount():

Function 'main'
Lines executed:85.71% of 21
Branches executed:100.00% of 12
Taken at least once:75.00% of 12
Calls executed:66.67% of 9

File 'unittest3.c'
Lines executed:85.71% of 21
Branches executed:100.00% of 12
Taken at least once:75.00% of 12
Calls executed:66.67% of 9
Creating 'unittest3.c.gcov'

Testing buyCard():

Testing Smithy:

ERROR IN CARDS RETURNED: player: 0, expected game.handCount: 8, actual game.handCount: 10

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

ERROR IN CARDS RETURNED: player: 1, expected game.handCount: 3, actual game.handCount: 5

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

ERROR IN CARDS RETURNED: player: 0, expected game.handCount: 8, actual game.handCount: 10

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

ERROR IN CARDS RETURNED: player: 1, expected game.handCount: 3, actual game.handCount: 5

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

ERROR IN CARDS RETURNED: player: 2, expected game.handCount: 3, actual game.handCount: 5

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

ERROR IN CARDS RETURNED: player: 0, expected game.handCount: 8, actual game.handCount: 10

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

ERROR IN CARDS RETURNED: player: 1, expected game.handCount: 3, actual game.handCount: 5

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

ERROR IN CARDS RETURNED: player: 2, expected game.handCount: 3, actual game.handCount: 5

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

ERROR IN CARDS RETURNED: player: 3, expected game.handCount: 3, actual game.handCount: 5

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

Function 'main'
Lines executed:100.00% of 19
Branches executed:100.00% of 8
Taken at least once:75.00% of 8
Calls executed:100.00% of 5

File 'cardtest1.c'
Lines executed:100.00% of 19
Branches executed:100.00% of 8
Taken at least once:75.00% of 8
Calls executed:100.00% of 5
Creating 'cardtest1.c.gcov'

Testing Adventurer:

ERROR IN MISSING TREASURE CARD AT END OF HAND - 1: player: 0

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

ERROR IN NUMBER OF CARDS ADDED: player: 1, expected game.handCount: 2, actual game.handCount: 1

ERROR IN MISSING TREASURE CARD AT END OF HAND: player: 1

ERROR IN MISSING TREASURE CARD AT END OF HAND - 1: player: 1

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

ERROR IN MISSING TREASURE CARD AT END OF HAND - 1: player: 0

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

ERROR IN NUMBER OF CARDS ADDED: player: 1, expected game.handCount: 2, actual game.handCount: 1

ERROR IN MISSING TREASURE CARD AT END OF HAND: player: 1

ERROR IN MISSING TREASURE CARD AT END OF HAND - 1: player: 1

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

ERROR IN MISSING TREASURE CARD AT END OF HAND - 1: player: 2

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

ERROR IN MISSING TREASURE CARD AT END OF HAND - 1: player: 0

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

ERROR IN NUMBER OF CARDS ADDED: player: 1, expected game.handCount: 2, actual game.handCount: 1

ERROR IN MISSING TREASURE CARD AT END OF HAND: player: 1

ERROR IN MISSING TREASURE CARD AT END OF HAND - 1: player: 1

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

ERROR IN MISSING TREASURE CARD AT END OF HAND - 1: player: 2

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

ERROR IN MISSING TREASURE CARD AT END OF HAND - 1: player: 3

ERROR IN RETURN VALUE: expected return value: 0, actual return value: -1

Function 'main'
Lines executed:100.00% of 23
Branches executed:100.00% of 20
Taken at least once:70.00% of 20
Calls executed:100.00% of 7

File 'cardtest2.c'
Lines executed:100.00% of 23
Branches executed:100.00% of 20
Taken at least once:70.00% of 20
Calls executed:100.00% of 7
Creating 'cardtest2.c.gcov'

Testing Sea Hag:

ERROR IN NUMBER OF CARDS ADDED TO OR REMOVED FROM OTHER PLAYER'S DECK: player: 0, expected game.deckCount: 10, actual game.deckCount: 7

ERROR IN ABSENCE OF CURSE CARD FOR OTHER PLAYER: player: 0, other player: 1

ERROR IN NUMBER OF CARDS ADDED TO OR REMOVED FROM OTHER PLAYER'S DECK: player: 1, expected game.deckCount: 5, actual game.deckCount: 2

ERROR IN ABSENCE OF CURSE CARD FOR OTHER PLAYER: player: 1, other player: 0

ERROR IN NUMBER OF CARDS ADDED TO OR REMOVED FROM OTHER PLAYER'S DECK: player: 0, expected game.deckCount: 10, actual game.deckCount: 7

ERROR IN ABSENCE OF CURSE CARD FOR OTHER PLAYER: player: 0, other player: 1

ERROR IN NUMBER OF CARDS ADDED TO OR REMOVED FROM OTHER PLAYER'S DECK: player: 0, expected game.deckCount: 10, actual game.deckCount: 7

ERROR IN ABSENCE OF CURSE CARD FOR OTHER PLAYER: player: 0, other player: 2

ERROR IN NUMBER OF CARDS ADDED TO OR REMOVED FROM OTHER PLAYER'S DECK: player: 1, expected game.deckCount: 5, actual game.deckCount: 2

ERROR IN ABSENCE OF CURSE CARD FOR OTHER PLAYER: player: 1, other player: 0

ERROR IN NUMBER OF CARDS ADDED TO OR REMOVED FROM OTHER PLAYER'S DECK: player: 1, expected game.deckCount: 7, actual game.deckCount: 4

ERROR IN ABSENCE OF CURSE CARD FOR OTHER PLAYER: player: 1, other player: 2

